Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID,price_per_unit,total_value,revenue_category,year,month,day
David Douglas Jr.,lagos,Camera,47.0,181033.5,8508574.5,2024-12-24,,883f13c6-01b1-48e9-8406-ff447ce40679,181033.5,8508574.5,High,2024,12,24
Patricia Rodriguez,Katsina,Laptop,47.0,278572.23,13092894.809999999,2024-05-21,,,278572.23,13092894.809999999,High,2024,5,21
Christopher Rubio,Sokoto,Camera,47.0,100845.11,4739720.17,2024-02-27,Direct,04482a22-0308-4a5e-a94d-7b008d388327,100845.11,4739720.17,High,2024,2,27
,Cross River,Monitor,47.0,136577.55,6419144.85,2024-06-27,,892621df-4655-48b7-b8e1-9f568787ea21,136577.55,6419144.85,High,2024,6,27
Amber Wright,Lagos,Keyboard,47.0,192573.07,9050934.290000001,2023-09-05,Online,80913ac1-0463-450e-8964-6b96fa3c1628,192573.07,9050934.290000001,High,2023,9,5
Joyce Solis,Rivers,Camera,47.0,157533.4,7404069.8,2024-12-26,Wholesale,6e3a0ba8-ac8d-4c7d-b2a6-e468d02b1243,157533.4,7404069.8,High,2024,12,26
Victoria Larson,Osun,Keyboard,47.0,266833.36,12541167.92,2023-08-26,,2de46e91-e8e6-4840-b090-f5a0ce610199,266833.36,12541167.92,High,2023,8,26
Stephanie Salazar,Borno,KEYBOARD,47.0,155703.69921212122,7318073.862969697,2023-11-10,,863e1f2a-18a8-46ef-ab05-3fc41b656dab,155703.69921212122,7318073.862969697,High,2023,11,10
Kathy Rivas,Delta,Keyboard,56.0,40692.88,2278801.28,2024-06-16,Online,9ea9f508-3122-4592-bdb0-2235261e2555,40692.88,2278801.28,High,2024,6,16
Stephanie Manning,abuja,Phone,47.0,151511.7,7121049.9,2024-05-28,Online,5abca6e5-d0b1-43eb-809e-7a8086c5d1d6,151511.7,7121049.9,High,2024,5,28
David Wright,Delta,Laptop,47.0,82214.71,3864091.37,2024-07-21,Retail,143a9aff-659b-4105-8b80-f288446f64dd,82214.71,3864091.37,High,2024,7,21
Pamela Boyd,Plateau,Tablet,68.0,242739.76,16506303.68,2024-07-05,Wholesale,7580e050-67f1-498c-b594-8a545f804eeb,242739.76,16506303.68,High,2024,7,5
Denise Jones,Kano,Camera,47.0,99539.89,4678374.83,2023-12-16,Retail,b27e1442-fd7f-4973-be42-df5b90a3fbbf,99539.89,4678374.83,High,2023,12,16
Devon Flores,Kano,Monitor,47.0,219470.21,10315099.87,2024-03-31,,d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,219470.21,10315099.87,High,2024,3,31
Brenda Hall,Cross River,Camera,47.0,194661.46,9149088.62,2024-10-24,Online,fdde64af-a75b-495a-94a3-4f7fd90dd19b,194661.46,9149088.62,High,2024,10,24
Michelle Brown,Kano,TABLET,100.0,215720.15,21572015.0,2023-10-30,,,215720.15,21572015.0,High,2023,10,30
,Imo,Charger,47.0,4718.22,221756.34000000003,2024-03-09,Direct,081c79d4-c274-47eb-a65f-7b8adbb44021,4718.22,221756.34000000003,High,2024,3,9
Joshua Perry,Oyo,Keyboard,82.0,155703.69921212122,12767703.335393941,2025-05-10,Wholesale,608e2f5c-6117-4270-a7c0-518b17efa621,155703.69921212122,12767703.335393941,High,2025,5,10
Jason Stein,oyo,Charger,47.0,101465.1,4768859.7,2025-01-18,Direct,a301ec03-0e5d-4c6a-b9db-78628d7dd772,101465.1,4768859.7,High,2025,1,18
Melissa Gates,Cross River,Monitor,47.0,88859.77,4176409.1900000004,2024-03-15,Online,152aeaec-2bdf-4b41-b3ed-a8f1026b5383,88859.77,4176409.1900000004,High,2024,3,15
Jamie Smith,Imo,Charger,47.0,202483.14,9516707.58,2025-01-31,Online,a518a418-6f14-43f6-9867-888b7ff6b824,202483.14,9516707.58,High,2025,1,31
Paul Castaneda,Kaduna,Charger,83.0,58351.81,4843200.23,2025-05-09,Online,fa323f69-90db-4ad6-94ce-26bec8cce2c2,58351.81,4843200.2299999995,High,2025,5,9
Jennifer Adkins,Anambra,Keyboard,31.0,183480.87,5687906.97,2024-04-04,Wholesale,e5110961-1869-4217-b94d-8fcbdba3496f,183480.87,5687906.97,High,2024,4,4
Lindsey Walker,Bauchi,TABLET,47.0,191798.38,9014523.86,2024-05-15,Retail,3ad1fa33-0ae4-4c11-ab4d-8f42873570a2,191798.38,9014523.86,High,2024,5,15
Jeffrey Johnson,Katsina,Tablet,26.0,121944.37,3170553.62,2023-10-20,,b139c476-de3c-488b-a6b9-d31a361f6d90,121944.37,3170553.62,High,2023,10,20
Michael Powell,Niger,Tablet,78.0,128597.12,10030575.36,2025-02-20,,45667c48-79ba-430a-9118-c400e336c243,128597.12,10030575.36,High,2025,2,20
John Anderson,Enugu,Camera,47.0,98714.03,4639559.41,2024-04-23,,af36b8cc-1308-4974-ac95-b3ac0beb7c34,98714.03,4639559.41,High,2024,4,23
Alyssa Long,imo,Laptop,10.0,155703.69921212122,1557036.9921212122,2024-08-13,,8b040f53-e639-49d4-87c6-8688ecf32053,155703.69921212122,1557036.9921212122,High,2024,8,13
Alyssa Day,Enugu,Camera,47.0,120549.56,5665829.32,2024-09-19,,2dea2d2d-086c-405f-a879-d8f890422eb7,120549.56,5665829.32,High,2024,9,19
,Borno,Charger,47.0,29067.84,1366188.48,2023-10-01,Retail,,29067.84,1366188.48,High,2023,10,1
Joel Williams,Benue,Laptop,47.0,294514.72,13842191.839999998,2024-03-14,Direct,04022b3c-5082-41a5-99b5-9f84edc3a1c3,294514.72,13842191.839999998,High,2024,3,14
Daniel Murphy,Osun,HEADPHONES,47.0,143497.5,6744382.5,2024-01-14,Wholesale,24e9bcfd-9647-4f9f-b508-507af622d842,143497.5,6744382.5,High,2024,1,14
Jamie Walton,Ekiti,Camera,47.0,280779.7,13196645.9,2024-07-07,Direct,d226a8b3-b674-410d-9218-c9d6c093bfb0,280779.7,13196645.9,High,2024,7,7
Darlene Miller,Bauchi,Camera,47.0,2545.62,119644.14,2023-10-14,Direct,4c9d6907-13b2-4cec-adca-bf9465f6ba53,2545.62,119644.14,Medium,2023,10,14
Joshua Cooke,Ekiti,Keyboard,47.0,115380.53,5422884.91,2024-02-03,,9112fbc0-3d8f-45f4-905f-9096299656e2,115380.53,5422884.91,High,2024,2,3
Matthew Harrington,Rivers,Tablet,47.0,134297.29,6311972.630000001,2024-06-24,,ad5229dd-639f-4471-9975-0f00d5aba8ae,134297.29,6311972.630000001,High,2024,6,24
Nicole Herring,delta,Tablet,41.0,80464.8,3299056.8,2024-01-19,Retail,6243bed7-54ec-4f33-8a62-4cbde582b678,80464.8,3299056.8000000003,High,2024,1,19
Alex Hernandez,Delta,Laptop,57.0,155703.69921212122,8875110.85509091,2023-10-28,Wholesale,ca5e151b-23d3-4d4c-bd5f-f093c16f9bcc,155703.69921212122,8875110.85509091,High,2023,10,28
Michael Elliott,Kano,Camera,47.0,99222.78,4663470.66,2023-09-24,Online,1413d64d-b962-48a7-b076-a7dcfd0ce433,99222.78,4663470.66,High,2023,9,24
Michael Wang,Sokoto,TABLET,47.0,174947.0,8222509.0,2023-08-19,Direct,588a3f87-f96d-40f8-bed6-3da08033f5c2,174947.0,8222509.0,High,2023,8,19
Lawrence Adkins,Lagos,Camera,47.0,172076.77,8087608.1899999995,2024-02-21,Online,3b6dca0d-6fe5-440b-9901-ef870dbf0caf,172076.77,8087608.1899999995,High,2024,2,21
Robert Oconnell,Plateau,Charger,47.0,78835.17,3705252.9899999998,2024-05-04,Wholesale,9aec56a8-5731-4609-9375-ee90d6b361e4,78835.17,3705252.9899999998,High,2024,5,4
,Imo,Headphones,65.0,108185.85,7032080.25,2025-05-12,Direct,9879cf35-f471-4986-9d26-4599c4dd8df5,108185.85,7032080.25,High,2025,5,12
Alexander Collins,Delta,Tablet,47.0,71272.62,3349813.1399999997,2024-10-30,Online,,71272.62,3349813.1399999997,High,2024,10,30
Tina Sanders,Plateau,Phone,58.0,200501.94,11629112.52,2024-05-30,Online,538d6b8c-c607-41e9-b80b-2cea658e54a2,200501.94,11629112.52,High,2024,5,30
Angela Vaughn,delta,Headphones,47.0,139885.8,6574632.6,2024-01-19,Retail,c8969c5b-45f8-428d-a255-e1bb07958c1f,139885.8,6574632.6,High,2024,1,19
Ashley Barton,Lagos,Tablet,37.0,48335.19,1788402.03,2025-05-13,Wholesale,3a67470c-7d98-402f-b357-41e5fe1a1ba9,48335.19,1788402.03,High,2025,5,13
Lindsay Martinez,Kano,PHONE,83.0,155703.69921212122,12923407.034606062,2025-06-10,Wholesale,601bfbcb-f0ee-4cce-8d93-e14a5b167158,155703.69921212122,12923407.034606062,High,2025,6,10
Dr. Hannah Patterson,Abuja,Phone,47.0,205979.05,9681015.35,2023-11-12,Wholesale,95fbe976-ae00-4b7e-af8c-83e56e8d9644,205979.05,9681015.35,High,2023,11,12
Jonathan Peterson,Delta,Tablet,47.0,276970.25,13017601.75,2025-04-02,Direct,c5acc354-15f0-4cb4-a14c-721da921cb4c,276970.25,13017601.75,High,2025,4,2
Samantha Garcia,Kano,Headphones,47.0,266396.52,12520636.440000001,2024-03-21,Retail,3f175534-cc4d-4819-8b9d-fd589e5d9c7a,266396.52,12520636.440000001,High,2024,3,21
Madison Poole,Abuja,Keyboard,47.0,231067.39,10860167.33,2025-07-05,,4499d0a6-1500-4170-92d1-5585b68e47fa,231067.39,10860167.33,High,2025,7,5
Jessica Gross,Sokoto,Laptop,47.0,207241.97,9740372.59,2024-10-01,Direct,c8ad0899-b630-494d-a147-adeb277b0667,207241.97,9740372.59,High,2024,10,1
Debra Morton,Kano,Phone,47.0,191794.04,9014319.88,2025-01-21,Wholesale,63be441d-bd5a-4c9e-a77e-b0aaa247541d,191794.04,9014319.88,High,2025,1,21
Karen Graham,bauchi,Tablet,47.0,282220.37,13264357.39,2024-03-09,Direct,176de21f-1b46-4bdc-9c56-d9bc5111d31d,282220.37,13264357.39,High,2024,3,9
,Delta,KEYBOARD,47.0,110579.4,5197231.8,2023-12-05,Online,71da35b9-4eea-4db8-b165-d77901547950,110579.4,5197231.8,High,2023,12,5
Debra Christian,Anambra,Keyboard,65.0,66644.35,4331882.75,2025-02-22,Direct,1a2bd69c-450f-49ee-82e7-9a985c238d8d,66644.35,4331882.75,High,2025,2,22
Angelica Keith,Cross River,Keyboard,47.0,155703.69921212122,7318073.862969697,2023-11-11,Direct,,155703.69921212122,7318073.862969697,High,2023,11,11
John Bishop,Enugu,Charger,47.0,287229.48,13499785.559999999,2024-08-01,Wholesale,6e54ac6d-2ff8-487e-9659-1c8921ebfaa9,287229.48,13499785.559999999,High,2024,8,1
Allen Rosales,Imo,Headphones,92.0,143715.48,13221824.16,2024-08-13,Online,832f52c4-8e03-40cf-8e96-922772e76b51,143715.48,13221824.16,High,2024,8,13
Daniel Salinas,Oyo,Phone,47.0,136766.11,6428007.169999999,2024-07-07,Wholesale,16f142a2-06b9-49aa-9a71-67c768759545,136766.11,6428007.169999999,High,2024,7,7
Spencer Haynes,Plateau,Tablet,23.0,296656.97,6823110.31,2024-08-01,Online,98d00c2c-17d3-4f32-8de1-596c5a9a206a,296656.97,6823110.31,High,2024,8,1
Adam Vaughan,Plateau,Keyboard,47.0,112400.64,5282830.08,2025-05-23,Online,dd1ca267-530d-4da6-88d0-f9e5991965ea,112400.64,5282830.08,High,2025,5,23
Nathan Freeman,cross river,LAPTOP,47.0,210731.25,9904368.75,2024-03-06,Online,69ef74e3-4ab6-421c-8328-c136629ef3d8,210731.25,9904368.75,High,2024,3,6
Melissa Brewer,Delta,Laptop,47.0,273882.67,12872485.489999998,2024-07-31,Wholesale,b98f5dbe-15ae-4e0f-8777-a07f6346d4ef,273882.67,12872485.489999998,High,2024,7,31
Ricky Davis II,Cross River,Monitor,79.0,227326.48,17958791.92,2023-07-29,Online,fe2390f3-e7bb-4efc-8f3d-c97fe6b0da0a,227326.48,17958791.92,High,2023,7,29
Elizabeth Perkins,Niger,Keyboard,47.0,240697.5,11312782.5,2023-09-18,Retail,85671b58-926b-4fa5-be24-5fbffa698cd2,240697.5,11312782.5,High,2023,9,18
Joseph Coleman,Enugu,Laptop,47.0,155703.69921212122,7318073.862969697,2024-05-11,Retail,2b64777c-6177-4771-af70-de702b69c95e,155703.69921212122,7318073.862969697,High,2024,5,11
,Rivers,Phone,47.0,247768.25,11645107.75,2024-08-06,,44b64ec1-4d16-4049-84d7-df9a238b05b7,247768.25,11645107.75,High,2024,8,6
Erin Warner,Rivers,Headphones,47.0,228676.96,10747817.12,2024-06-30,Retail,2ace1aa9-1032-46b3-a55b-fc1c7e3d5ee4,228676.96,10747817.12,High,2024,6,30
David Martinez,Niger,Headphones,47.0,204262.41,9600333.27,2024-01-13,,4cbc9044-6bcd-4ce7-86a5-6fe86f46f1b1,204262.41,9600333.27,High,2024,1,13
Bryan Herrera,Osun,TABLET,47.0,178946.43,8410482.209999999,2023-12-25,Retail,,178946.43,8410482.209999999,High,2023,12,25
Cathy Robinson,niger,Laptop,47.0,236317.52,11106923.44,2024-10-06,Wholesale,5c72aebd-13b1-4e59-885c-d7147bf69552,236317.52,11106923.44,High,2024,10,6
Dr. William Warren,Niger,Camera,47.0,157889.24,7420794.279999999,2024-04-10,,b88cddde-3f20-46c2-b1b8-8d65406f64d6,157889.24,7420794.279999999,High,2024,4,10
Brian Lee,Ekiti,Laptop,47.0,158687.85,7458328.95,2023-08-17,Direct,9dde0188-9803-422e-beec-e88da002352a,158687.85,7458328.95,High,2023,8,17
Christopher Smith,Abuja,Monitor,47.0,108854.57,5116164.79,2023-08-19,Direct,22af711f-1b62-4a9d-b536-6b9f320f72c0,108854.57,5116164.79,High,2023,8,19
Denise Mccann,Rivers,Camera,47.0,275214.79,12935095.129999999,2024-02-14,Retail,654c11d9-f2e6-4828-81bb-819c4dfe1117,275214.79,12935095.129999999,High,2024,2,14
Melissa Martinez,Abuja,Monitor,78.0,155703.69921212122,12144888.538545456,2024-07-29,Direct,614077d3-9ec4-4a48-9773-f98d550c2fe9,155703.69921212122,12144888.538545456,High,2024,7,29
Katherine Salas,Benue,Keyboard,43.0,34106.53,1466580.79,2024-10-17,Retail,70b27304-545c-488d-9cb9-075ecdd7f460,34106.53,1466580.79,High,2024,10,17
Julie Alexander,Sokoto,KEYBOARD,47.0,248717.83,11689738.01,2025-05-26,Retail,d2d33488-d0c3-4018-ae3c-dd4f55b145e4,248717.83,11689738.01,High,2025,5,26
Anthony Everett,Rivers,Tablet,47.0,270915.0,12733005.0,2025-04-25,Direct,982a2277-f966-459f-a6aa-59e5dc08bf29,270915.0,12733005.0,High,2025,4,25
,delta,Monitor,47.0,61045.96,2869160.12,2024-11-30,Direct,9a6c0db9-5217-4c88-8ce9-53a722d90db3,61045.96,2869160.12,High,2024,11,30
Rodney Morales,Enugu,Tablet,47.0,161229.72,7577796.84,2024-12-14,Online,7aa061e9-336b-40cb-b1fe-ad13f280df1d,161229.72,7577796.84,High,2024,12,14
Mark Brown,Enugu,Phone,51.0,49778.88,2538722.88,2024-07-10,,65f30779-f6ee-4cdb-ad79-a2d1506e50c7,49778.88,2538722.88,High,2024,7,10
Justin Torres,Imo,Laptop,47.0,256418.56,12051672.32,2024-02-17,Retail,bc20b9f2-4a9c-489e-91b3-0182f7fe604f,256418.56,12051672.32,High,2024,2,17
Bailey Duran DDS,Ekiti,Camera,47.0,132831.25,6243068.75,2024-08-30,Direct,,132831.25,6243068.75,High,2024,8,30
Courtney Mills,Oyo,Camera,47.0,204248.42,9599675.74,2023-07-17,,f7bf5244-7db2-47aa-a205-e54fb1e8c09d,204248.42,9599675.74,High,2023,7,17
Jeremy Dalton,Niger,TABLET,47.0,155703.69921212122,7318073.862969697,2025-04-29,Direct,536d47d7-3e0f-44ce-882f-78fd936cd31c,155703.69921212122,7318073.862969697,High,2025,4,29
Elizabeth Oliver DDS,Kaduna,Laptop,47.0,215216.93,10115195.709999999,2023-10-02,Direct,c92e8c93-d105-48d6-87c1-c01760452909,215216.93,10115195.709999999,High,2023,10,2
Theresa Clark,Anambra,Headphones,47.0,146903.98,6904487.0600000005,2024-06-09,Online,ee9bf3e1-1d27-409a-9d71-a89864976593,146903.98,6904487.0600000005,High,2024,6,9
Matthew Moore,ekiti,Camera,47.0,269717.36,12676715.92,2023-10-23,Retail,ff4cc10f-979c-40cf-b326-1887905881df,269717.36,12676715.92,High,2023,10,23
Benjamin Smith,Delta,Headphones,47.0,133922.07,6294337.29,2025-05-26,Retail,c4829b71-ae84-481c-ae0f-b5b38bae591e,133922.07,6294337.29,High,2025,5,26
Kirk Carter,Kano,Laptop,47.0,17162.92,806657.2399999999,2024-02-01,Wholesale,ba2aa7ba-f3f8-4c31-86e3-f9498cd34c62,17162.92,806657.2399999999,High,2024,2,1
Michael Warner,Ekiti,Headphones,47.0,40017.33,1880814.51,2025-01-26,Online,35ab8466-b557-4b00-b166-cdcf762cdfbc,40017.33,1880814.51,High,2025,1,26
,Imo,Phone,47.0,124919.66,5871224.0200000005,2024-04-20,,d4cee27c-4a94-4e9f-8c35-1e4f703e957f,124919.66,5871224.0200000005,High,2024,4,20
Michael Bradshaw,Rivers,MONITOR,40.0,169391.4,6775656.0,2025-02-23,Online,d908a121-d1a7-4a20-91b4-61e9b15da72d,169391.4,6775656.0,High,2025,2,23
Lori Guerrero,Abuja,Keyboard,47.0,167859.76,7889408.720000001,2024-05-19,,ac484366-68bd-40d7-8b88-1c32cbb02a8b,167859.76,7889408.720000001,High,2024,5,19
Jessica Stephens,Imo,Keyboard,47.0,155703.69921212122,7318073.862969697,2024-04-20,Retail,4d8670bd-a222-4f96-a3a1-3e207fd255ee,155703.69921212122,7318073.862969697,High,2024,4,20
Susan Serrano,Lagos,Tablet,25.0,201993.93,5049848.25,2023-08-15,Wholesale,2775ee42-a89e-42f2-80af-bf3f3df51967,201993.93,5049848.25,High,2023,8,15
Christopher Parker,kano,Phone,18.0,92796.78,1670342.04,2024-05-17,Wholesale,,92796.78,1670342.04,High,2024,5,17
Laura Roberts,Delta,Camera,47.0,7020.25,329951.75,2023-08-19,Retail,6082786f-ca00-4f58-ac52-1d13b719bb68,7020.25,329951.75,High,2023,8,19
Michael Lyons,Kaduna,Tablet,47.0,76709.94,3605367.18,2024-09-25,Direct,9912316a-fd9e-4e20-b2f6-095812ef6101,76709.94,3605367.18,High,2024,9,25
Kathryn Snyder,Niger,Tablet,47.0,1403.13,65947.11,2024-09-19,Online,88cc4d49-669b-49b8-950d-f1a07aaf2001,1403.13,65947.11,Medium,2024,9,19
Andrew Reynolds,Cross River,KEYBOARD,47.0,65761.44,3090787.68,2023-12-09,Wholesale,dea050c6-eb9e-4274-ac6a-37ad81b15db9,65761.44,3090787.68,High,2023,12,9
David Davis,Cross River,Laptop,47.0,22372.34,1051499.98,2024-04-17,Direct,09697101-8b2c-450a-ab15-c11bb113d50b,22372.34,1051499.98,High,2024,4,17
Sara Johnston,Enugu,Camera,47.0,127397.37,5987676.39,2024-09-12,,b39e4df2-5c0a-4feb-b7ea-e66eca6caf9b,127397.37,5987676.39,High,2024,9,12
Yvonne Chambers,Benue,Tablet,47.0,210265.27,9882467.69,2024-02-20,Wholesale,98049562-8972-4bbd-8ff2-b1c4e53f9644,210265.27,9882467.69,High,2024,2,20
,Abuja,Camera,49.0,155703.69921212122,7629481.26139394,2023-09-06,,1bffa279-15c1-404f-aa16-3354a35fc9c1,155703.69921212122,7629481.26139394,High,2023,9,6
Andrew Avila,kaduna,Monitor,21.0,162578.47,3414147.87,2024-05-06,Direct,aa2960fd-a858-44df-bf8c-1097c4da2c2e,162578.47,3414147.87,High,2024,5,6
Matthew Moon,Benue,Laptop,47.0,18546.56,871688.3200000001,2024-08-05,,9cd8758b-a5a1-4825-aa95-28c35ae1dbad,18546.56,871688.3200000001,High,2024,8,5
Kevin Walters,Lagos,Camera,47.0,268318.42,12610965.739999998,2024-06-24,Direct,a520c3d0-fbcd-4f5e-902f-34650b570720,268318.42,12610965.739999998,High,2024,6,24
Brandon Bailey MD,Benue,HEADPHONES,57.0,295848.11,16863342.27,2025-02-23,,f780ef2f-664d-4922-a590-fd3cad6ecc57,295848.11,16863342.27,High,2025,2,23
Shannon Rivera,Anambra,Tablet,47.0,141885.32,6668610.04,2024-09-10,Online,cbd5cc86-f739-46e9-94e3-8579c0afd193,141885.32,6668610.04,High,2024,9,10
Donna Landry,Ekiti,Headphones,47.0,86483.67,4064732.4899999998,2024-02-13,Wholesale,,86483.67,4064732.4899999998,High,2024,2,13
Krista Gibson,Borno,Laptop,47.0,54404.41,2557007.27,2025-04-12,Wholesale,193e4783-02b3-4254-9b1f-2eb16e3255a8,54404.41,2557007.27,High,2025,4,12
Frank Cordova,Niger,Phone,47.0,41060.95,1929864.65,2024-11-06,Direct,bf31c29f-82bb-4d84-b8d5-101f423cad9d,41060.95,1929864.65,High,2024,11,6
Jose Travis,Imo,Headphones,47.0,192636.74,9053926.78,2024-12-20,,b00ac64c-949c-48d4-8ed8-a80d84cfee39,192636.74,9053926.78,High,2024,12,20
Kimberly Gutierrez,cross river,Tablet,58.0,155703.69921212122,9030814.554303031,2024-10-27,Retail,5fc64cd0-721e-4b1f-b895-89399342a09f,155703.69921212122,9030814.554303031,High,2024,10,27
Isaiah Avila,Oyo,Tablet,69.0,218922.21,15105632.49,2023-10-11,Wholesale,adf75924-c5b8-486b-b68b-4f7e64215e66,218922.21,15105632.49,High,2023,10,11
Olivia Harris,Enugu,KEYBOARD,47.0,289152.88,13590185.36,2023-10-18,,2697384d-801e-4690-b0c0-7fcc96add4df,289152.88,13590185.36,High,2023,10,18
,Borno,Laptop,47.0,112651.05,5294599.350000001,2023-09-24,,7b96e2d1-0649-4cf6-bf69-723d584fc85b,112651.05,5294599.350000001,High,2023,9,24
Tanya Kim,Enugu,Keyboard,47.0,267454.41,12570357.27,2024-05-11,Online,eba900e1-6a7d-4d96-8ba1-72331ac3bf31,267454.41,12570357.27,High,2024,5,11
Barbara Dudley,Abuja,Tablet,47.0,134836.87,6337332.89,2024-04-25,Retail,d4d13d55-1db6-4844-95fa-9483f633cc2d,134836.87,6337332.89,High,2024,4,25
Cynthia Moore,Plateau,Monitor,47.0,275175.97,12933270.589999998,2025-03-19,Wholesale,592c1107-2444-4301-baeb-286bf0d0270f,275175.97,12933270.589999998,High,2025,3,19
Kristen Davis,Imo,Tablet,47.0,113560.16,5337327.5200000005,2024-03-30,Online,c8c5eb2a-7490-4deb-97d3-37d34fd80bbb,113560.16,5337327.5200000005,High,2024,3,30
Susan Murray MD,Abuja,Keyboard,47.0,24534.87,1153138.89,2024-09-16,Retail,592a3549-7ba1-49d0-8567-c80534f541c0,24534.87,1153138.89,High,2024,9,16
Kathleen Moran,sokoto,Keyboard,54.0,289261.24,15620106.96,2025-07-09,Wholesale,b8d49848-702b-449f-98fd-d2b979e5c9aa,289261.24,15620106.959999999,High,2025,7,9
Denise Davenport,Abuja,LAPTOP,47.0,155703.69921212122,7318073.862969697,2024-04-19,Online,,155703.69921212122,7318073.862969697,High,2024,4,19
Mrs. Kristen Reyes,Abuja,Phone,47.0,262428.84,12334155.48,2025-02-16,Retail,1132567c-51a4-4d2a-b3d3-9457b25f13df,262428.84,12334155.48,High,2025,2,16
Katie Suarez,Plateau,Monitor,47.0,40330.45,1895531.15,2023-10-31,Wholesale,b5f59cb0-cf68-4878-8b70-59334cde1b6b,40330.45,1895531.15,High,2023,10,31
Desiree Tyler,Cross River,Charger,47.0,258155.83,12133324.01,2023-12-12,Retail,57d3f4dd-d963-4c72-85c8-234b1d763a66,258155.83,12133324.01,High,2023,12,12
Timothy Romero,Bauchi,Tablet,71.0,36030.63,2558174.73,2024-10-20,,ccd015c1-ad59-40dd-9bff-3142a5e15b55,36030.63,2558174.73,High,2024,10,20
Diane Evans,Bauchi,Phone,47.0,297857.61,13999307.67,2024-08-09,Direct,bd90b81a-fbe0-46b8-ae0f-65a82a131c1f,297857.61,13999307.67,High,2024,8,9
,Kaduna,Laptop,47.0,118221.06,5556389.82,2024-05-17,Direct,8d49fe3f-2ca8-4783-8418-2d353e711433,118221.06,5556389.82,High,2024,5,17
Yvonne Burns,Abuja,Camera,11.0,38640.45,425044.95,2024-08-02,,6d268b37-8f52-42d3-94bb-bcf828fea761,38640.45,425044.94999999995,High,2024,8,2
Joshua Reed,bauchi,PHONE,47.0,293627.95,13800513.65,2023-08-11,Retail,cc39b925-3b5a-4288-b649-2e64f55dce6d,293627.95,13800513.65,High,2023,8,11
Kimberly Gibson,Kano,Tablet,66.0,250529.07,16534918.62,2023-08-15,,2fb70dab-2f38-4b43-a137-f8e467b13040,250529.07,16534918.620000001,High,2023,8,15
Colin Terry,Kaduna,Phone,56.0,155703.69921212122,8719407.155878788,2023-08-10,Direct,6544e313-6ea0-4d13-a845-54c3a3f66c61,155703.69921212122,8719407.155878788,High,2023,8,10
Cynthia Rowe,Kano,Headphones,47.0,226975.73,10667859.31,2023-10-25,Direct,e212ab7c-9d36-4cb6-bcc5-7be00779250a,226975.73,10667859.31,High,2023,10,25
Patrick Thornton,Katsina,Keyboard,45.0,293557.96,13210108.2,2025-01-15,Retail,6df72cd3-979a-4051-b317-591a3283daa4,293557.96,13210108.200000001,High,2025,1,15
Jasmin Alvarado,Kano,Keyboard,54.0,139169.67,7515162.18,2024-03-25,Direct,36fce0ac-b469-4db3-8123-a348638abdf6,139169.67,7515162.180000001,High,2024,3,25
Veronica Simpson,Delta,Tablet,47.0,215868.65,10145826.549999999,2025-03-26,,,215868.65,10145826.549999999,High,2025,3,26
Jonathan Lawrence,Benue,Headphones,48.0,127526.34,6121264.32,2024-07-12,Retail,b4299924-c098-4750-8741-9b4834ae4abd,127526.34,6121264.32,High,2024,7,12
Shelly Alexander,Rivers,MONITOR,50.0,114093.3,5704665.0,2024-08-17,,93cd1291-1004-4d82-8bc7-2f1acf08ea54,114093.3,5704665.0,High,2024,8,17
Joyce Bowen,plateau,Keyboard,48.0,69284.39,3325650.72,2024-06-29,Retail,89718eea-df3a-498a-8cac-2fb51a0c6c04,69284.39,3325650.7199999997,High,2024,6,29
Matthew Moore,Delta,Laptop,47.0,138457.27,6507491.6899999995,2023-11-03,Direct,327375bf-5373-4f4d-9da4-9cb92fdc9992,138457.27,6507491.6899999995,High,2023,11,3
,Plateau,Keyboard,47.0,46958.85,2207065.9499999997,2024-10-23,Wholesale,abb316a7-4329-4780-9d2c-272175220646,46958.85,2207065.9499999997,High,2024,10,23
Wayne Morgan,Katsina,Charger,47.0,155703.69921212122,7318073.862969697,2025-06-03,Retail,f7464c02-8718-44c1-bd4e-d26edcd5bfae,155703.69921212122,7318073.862969697,High,2025,6,3
Marie Christian,Abuja,Monitor,19.0,56949.9,1082048.1,2024-08-14,Retail,637ddcd6-98d3-448b-903b-4078a39c9ec6,56949.9,1082048.1,High,2024,8,14
Shannon James,Katsina,Charger,47.0,262624.85,12343367.95,2023-10-27,Wholesale,1d3e503a-9645-40e4-a47d-c3929c7eb575,262624.85,12343367.95,High,2023,10,27
Nathan Malone,Kano,Charger,47.0,229764.23,10798918.81,2024-03-21,Direct,753659ef-d873-4ad9-9a1b-af0e591196dc,229764.23,10798918.81,High,2024,3,21
Amanda Jones,Niger,LAPTOP,47.0,10149.09,477007.23,2025-07-03,,ac7051d1-d051-467f-ac2a-c34b9e0b7b01,10149.09,477007.23,High,2025,7,3
Tammie Bright,Plateau,Headphones,47.0,198229.21,9316772.87,2024-10-29,Online,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,198229.21,9316772.87,High,2024,10,29
Jessica Garcia,plateau,Charger,79.0,184669.5,14588890.5,2024-03-14,Wholesale,ac0f6801-15b2-4e1d-9715-46339d4edb71,184669.5,14588890.5,High,2024,3,14
